组播,#genre#
淇县电视台,http://171.8.170.217:8800/rtp/239.16.20.205:12050
宜阳综合频道,http://171.8.170.217:8800/rtp/239.16.20.206:12060
汝阳综合频道,http://171.8.170.217:8800/rtp/239.16.20.207:12070
原阳电视台,http://171.8.170.217:8800/rtp/239.16.20.208:12080
宝丰-1,http://171.8.170.217:8800/rtp/239.16.20.209:12090
内黄综合频道,http://171.8.170.217:8800/rtp/239.16.20.228:12280
国学频道,http://171.8.170.217:8800/rtp/239.16.20.232:12320
郏县综合频道,http://171.8.170.217:8800/rtp/239.16.20.235:12350
禹州电视台,http://171.8.170.217:8800/rtp/239.16.10.39:2000
杞县新闻综合,http://171.8.170.217:8800/rtp/239.16.10.80:2000
永城新闻联播,http://171.8.170.217:8800/rtp/239.16.10.93:2000
光山综合频道,http://171.8.170.217:8800/rtp/239.16.10.94:2000
CETV-1,http://171.8.170.217:8800/rtp/239.16.20.78:10780
上海都市剧场,http://171.8.170.217:8800/rtp/239.16.20.38:10380
上海纪实人文,http://171.8.170.217:8800/rtp/239.16.20.124:11240
上海欢笑剧场,http://171.8.170.217:8800/rtp/239.16.20.39:10390
上海动漫秀场,http://171.8.170.217:8800/rtp/239.16.20.40:10400
上海东方财经,http://171.8.170.217:8800/rtp/239.16.20.64:10640
上海法治天地,http://171.8.170.217:8800/rtp/239.16.20.156:11560
上海乐游纪实,http://171.8.170.217:8800/rtp/239.16.20.111:11110
上海游戏风云,http://171.8.170.217:8800/rtp/239.16.20.112:11120
上海魅力足球,http://171.8.170.217:8800/rtp/239.16.20.113:11130
上海生活时尚,http://171.8.170.217:8800/rtp/239.16.20.114:11140
上海金色学堂,http://171.8.170.217:8800/rtp/239.16.20.115:11150
湖南金鹰纪实,http://171.8.170.217:8800/rtp/239.16.20.153:11530
湖南金鹰卡通,http://171.8.170.217:8800/rtp/239.16.20.104:11040
湖南快乐垂钓,http://171.8.170.217:8800/rtp/239.16.20.67:10670
湖南茶频道,http://171.8.170.217:8800/rtp/239.16.20.68:10680
IPTV导视,http://171.8.170.217:8800/rtp/239.16.10.218:2000
体育赛事,http://171.8.170.217:8800/rtp/239.16.20.128:11280
中华特产,http://171.8.170.217:8800/rtp/239.16.20.132:11320
商丘1新闻综合,http://171.8.170.217:8800/rtp/239.16.10.153:2000
商丘2公共频道,http://171.8.170.217:8800/rtp/239.16.10.168:2000
商丘3文体科教,http://171.8.170.217:8800/rtp/239.16.10.169:2000
许昌农业科教,http://171.8.170.217:8800/rtp/239.16.10.60:2000
许昌综合频道,http://171.8.170.217:8800/rtp/239.16.10.47:2000
平顶山新闻综合,http://171.8.170.217:8800/rtp/239.16.20.137:11370
平顶山城市频道,http://171.8.170.217:8800/rtp/239.16.20.151:11510
平顶山公共频道,http://171.8.170.217:8800/rtp/239.16.20.152:11520
平顶山教育台,http://171.8.170.217:8800/rtp/239.16.20.27:10270
新乡综合频道,http://171.8.170.217:8800/rtp/239.16.20.18:10180
邓州综合频道,http://171.8.170.217:8800/rtp/239.16.20.20:10200
获嘉综合频道,http://171.8.170.217:8800/rtp/239.16.20.25:10250
平煤安全环保,http://171.8.170.217:8800/rtp/239.16.20.31:10310
荥阳综合频道,http://171.8.170.217:8800/rtp/239.16.20.44:10440
健康河南融媒,http://171.8.170.217:8800/rtp/239.16.20.52:10520
灵宝综合频道,http://171.8.170.217:8800/rtp/239.16.20.59:10590
渑池新闻综合,http://171.8.170.217:8800/rtp/239.16.20.135:11350
济源-1,http://171.8.170.217:8800/rtp/239.16.20.174:11740
濮阳新闻综合,http://171.8.170.217:8800/rtp/239.16.20.175:11750
濮阳公共频道,http://171.8.170.217:8800/rtp/239.16.20.184:11840
新县综合频道,http://171.8.170.217:8800/rtp/239.16.20.183:11830
延津电视台,http://171.8.170.217:8800/rtp/239.16.20.210:12100
体育赛事,http://171.8.170.217:8800/rtp/239.16.20.215:12150
大象新闻,http://171.8.170.217:8800/rtp/239.16.20.216:12160
大剧院,http://171.8.170.217:8800/rtp/239.16.20.217:12170
舞钢电视台-1,http://171.8.170.217:8800/rtp/239.16.20.227:12270
嵩县综合新闻,http://171.8.170.217:8800/rtp/239.16.20.234:12340
浉河广电中心,http://171.8.170.217:8800/rtp/239.16.10.72:2000
平桥广电中心,http://171.8.170.217:8800/rtp/239.16.10.73:2000
郸城,http://171.8.170.217:8800/rtp/239.16.10.84:2000
唐河TV-1,http://171.8.170.217:8800/rtp/239.16.10.95:2000
上蔡-1,http://171.8.170.217:8800/rtp/239.16.10.97:2000
舞阳新闻综合,http://171.8.170.217:8800/rtp/239.16.10.179:2000
临颍综合频道,http://171.8.170.217:8800/rtp/239.16.10.180:2000
项城电视台,http://171.8.170.217:8800/rtp/239.16.10.214:2000
河南都市频道,http://171.8.87.188:8800/rtp/239.16.20.164:11640
河南民生频道,http://171.8.87.188:8800/rtp/239.16.20.165:11650
河南法治频道,http://171.8.87.188:8800/rtp/239.16.10.122:2000
河南电视剧频道,http://171.8.87.188:8800/rtp/239.16.20.167:11670
河南新闻频道,http://171.8.87.188:8800/rtp/239.16.20.168:11680
河南乡村频道,http://171.8.87.188:8800/rtp/239.16.20.195:11950
河南戏曲频道,http://171.8.87.188:8800/rtp/239.16.20.171:11710
河南收藏天下,http://171.8.87.188:8800/rtp/239.16.10.149:2000
河南中华功夫,http://171.8.87.188:8800/rtp/239.16.20.173:11730
河南移动电视,http://171.8.87.188:8800/rtp/239.16.20.204:12040
河南调解剧场,http://171.8.87.188:8800/rtp/239.16.20.197:11970
河南移动戏曲,http://171.8.87.188:8800/rtp/239.16.20.120:11200
河南睛彩中原,http://171.8.87.188:8800/rtp/239.16.20.122:11220
郑州1新闻综合,http://171.8.87.188:8800/rtp/239.16.10.154:2000
郑州2商都频道,http://171.8.87.188:8800/rtp/239.16.10.155:2000
郑州3文体旅游,http://171.8.87.188:8800/rtp/239.16.10.156:2000
郑州4豫剧频道,http://171.8.87.188:8800/rtp/239.16.10.157:2000
郑州5妇女儿童,http://171.8.87.188:8800/rtp/239.16.10.158:2000
郑州6都市生活,http://171.8.87.188:8800/rtp/239.16.10.159:2000
洛阳-1新闻综合,http://171.8.87.188:8800/rtp/239.16.20.179:11790
洛阳-2科教频道,http://171.8.87.188:8800/rtp/239.16.20.177:11770
洛阳-3文旅频道,http://171.8.87.188:8800/rtp/239.16.20.178:11780
南阳1新闻综合,http://171.8.87.188:8800/rtp/239.16.10.58:2000
南阳2公共频道,http://171.8.87.188:8800/rtp/239.16.10.165:2000
南阳3科教频道,http://171.8.87.188:8800/rtp/239.16.10.164:2000
周口公共频道,http://171.8.87.188:8800/rtp/239.16.10.172:2000
周口教育频道,http://171.8.87.188:8800/rtp/239.16.10.173:2000
周口新闻综合,http://171.8.87.188:8800/rtp/239.16.10.59:2000
开封1新闻综合,http://171.8.87.188:8800/rtp/239.16.10.57:2000
开封2文化旅游,http://171.8.87.188:8800/rtp/239.16.10.177:2000
新乡公共频道,http://171.8.87.188:8800/rtp/239.16.20.154:11540
新乡新闻综合,http://171.8.87.188:8800/rtp/239.16.20.139:11390
焦作公共频道,http://171.8.87.188:8800/rtp/239.16.20.155:11550
焦作综合频道,http://171.8.87.188:8800/rtp/239.16.20.140:11400
漯河新闻综合,http://171.8.87.188:8800/rtp/239.16.10.49:2000
信阳新闻综合,http://171.8.87.188:8800/rtp/239.16.10.52:2000
信阳文旅频道,http://171.8.87.188:8800/rtp/239.16.10.71:2000
封丘1新闻综合,http://171.8.87.188:8800/rtp/239.16.20.19:10190
叶县电视台-1,http://171.8.87.188:8800/rtp/239.16.20.32:10320
新密综合频道,http://171.8.87.188:8800/rtp/239.16.20.41:10410
登封综合频道,http://171.8.87.188:8800/rtp/239.16.20.42:10420
巩义综合频道,http://171.8.87.188:8800/rtp/239.16.20.43:10430
新郑TV-1,http://171.8.87.188:8800/rtp/239.16.20.45:10450
渑池新闻综合,http://171.8.87.188:8800/rtp/239.16.20.47:10470
淅川电视台-1,http://171.8.87.188:8800/rtp/239.16.20.48:10480
新蔡TV,http://171.8.87.188:8800/rtp/239.16.20.49:10490
镇平新闻综合,http://171.8.87.188:8800/rtp/239.16.20.50:10500
宝丰TV-1,http://171.8.87.188:8800/rtp/239.16.20.63:10630
义马综合频道,http://171.8.87.188:8800/rtp/239.16.20.109:11090
鹤壁新闻综合,http://171.8.87.188:8800/rtp/239.16.20.142:11420
安阳新闻综合,http://171.8.87.188:8800/rtp/239.16.20.144:11440
三门峡新闻综合,http://171.8.87.188:8800/rtp/239.16.20.145:11450
卫辉综合频道,http://171.8.87.188:8800/rtp/239.16.20.191:11910
孟津综合综合,http://171.8.87.188:8800/rtp/239.16.20.192:11920
安阳文旅频道,http://171.8.87.188:8800/rtp/239.16.20.193:11930
淇县电视台,http://171.8.87.188:8800/rtp/239.16.20.205:12050
宜阳综合频道,http://171.8.87.188:8800/rtp/239.16.20.206:12060
汝阳综合频道,http://171.8.87.188:8800/rtp/239.16.20.207:12070
原阳电视台,http://171.8.87.188:8800/rtp/239.16.20.208:12080
宝丰-1,http://171.8.87.188:8800/rtp/239.16.20.209:12090
内黄综合频道,http://171.8.87.188:8800/rtp/239.16.20.228:12280
国学频道,http://171.8.87.188:8800/rtp/239.16.20.232:12320
郏县综合频道,http://171.8.87.188:8800/rtp/239.16.20.235:12350
禹州电视台,http://171.8.87.188:8800/rtp/239.16.10.39:2000
杞县新闻综合,http://171.8.87.188:8800/rtp/239.16.10.80:2000
永城新闻联播,http://171.8.87.188:8800/rtp/239.16.10.93:2000
光山综合频道,http://171.8.87.188:8800/rtp/239.16.10.94:2000
CETV-1,http://171.8.87.188:8800/rtp/239.16.20.78:10780
上海都市剧场,http://171.8.87.188:8800/rtp/239.16.20.38:10380
上海纪实人文,http://171.8.87.188:8800/rtp/239.16.20.124:11240
上海欢笑剧场,http://171.8.87.188:8800/rtp/239.16.20.39:10390
上海动漫秀场,http://171.8.87.188:8800/rtp/239.16.20.40:10400
上海东方财经,http://171.8.87.188:8800/rtp/239.16.20.64:10640
上海法治天地,http://171.8.87.188:8800/rtp/239.16.20.156:11560
上海乐游纪实,http://171.8.87.188:8800/rtp/239.16.20.111:11110
上海游戏风云,http://171.8.87.188:8800/rtp/239.16.20.112:11120
上海魅力足球,http://171.8.87.188:8800/rtp/239.16.20.113:11130
上海生活时尚,http://171.8.87.188:8800/rtp/239.16.20.114:11140
上海金色学堂,http://171.8.87.188:8800/rtp/239.16.20.115:11150
湖南金鹰纪实,http://171.8.87.188:8800/rtp/239.16.20.153:11530
湖南金鹰卡通,http://171.8.87.188:8800/rtp/239.16.20.104:11040
湖南快乐垂钓,http://171.8.87.188:8800/rtp/239.16.20.67:10670
湖南茶频道,http://171.8.87.188:8800/rtp/239.16.20.68:10680
IPTV导视,http://171.8.87.188:8800/rtp/239.16.10.218:2000
体育赛事,http://171.8.87.188:8800/rtp/239.16.20.128:11280
中华特产,http://171.8.87.188:8800/rtp/239.16.20.132:11320
商丘1新闻综合,http://171.8.87.188:8800/rtp/239.16.10.153:2000
商丘2公共频道,http://171.8.87.188:8800/rtp/239.16.10.168:2000
商丘3文体科教,http://171.8.87.188:8800/rtp/239.16.10.169:2000
许昌农业科教,http://171.8.87.188:8800/rtp/239.16.10.60:2000
许昌综合频道,http://171.8.87.188:8800/rtp/239.16.10.47:2000
平顶山新闻综合,http://171.8.87.188:8800/rtp/239.16.20.137:11370
平顶山城市频道,http://171.8.87.188:8800/rtp/239.16.20.151:11510
平顶山公共频道,http://171.8.87.188:8800/rtp/239.16.20.152:11520
平顶山教育台,http://171.8.87.188:8800/rtp/239.16.20.27:10270
新乡综合频道,http://171.8.87.188:8800/rtp/239.16.20.18:10180
邓州综合频道,http://171.8.87.188:8800/rtp/239.16.20.20:10200
获嘉综合频道,http://171.8.87.188:8800/rtp/239.16.20.25:10250
平煤安全环保,http://171.8.87.188:8800/rtp/239.16.20.31:10310
荥阳综合频道,http://171.8.87.188:8800/rtp/239.16.20.44:10440
健康河南融媒,http://171.8.87.188:8800/rtp/239.16.20.52:10520
灵宝综合频道,http://171.8.87.188:8800/rtp/239.16.20.59:10590
渑池新闻综合,http://171.8.87.188:8800/rtp/239.16.20.135:11350
济源-1,http://171.8.87.188:8800/rtp/239.16.20.174:11740
濮阳新闻综合,http://171.8.87.188:8800/rtp/239.16.20.175:11750
濮阳公共频道,http://171.8.87.188:8800/rtp/239.16.20.184:11840
新县综合频道,http://171.8.87.188:8800/rtp/239.16.20.183:11830
延津电视台,http://171.8.87.188:8800/rtp/239.16.20.210:12100
体育赛事,http://171.8.87.188:8800/rtp/239.16.20.215:12150
大象新闻,http://171.8.87.188:8800/rtp/239.16.20.216:12160
大剧院,http://171.8.87.188:8800/rtp/239.16.20.217:12170
舞钢电视台-1,http://171.8.87.188:8800/rtp/239.16.20.227:12270
嵩县综合新闻,http://171.8.87.188:8800/rtp/239.16.20.234:12340
浉河广电中心,http://171.8.87.188:8800/rtp/239.16.10.72:2000
平桥广电中心,http://171.8.87.188:8800/rtp/239.16.10.73:2000
郸城,http://171.8.87.188:8800/rtp/239.16.10.84:2000
唐河TV-1,http://171.8.87.188:8800/rtp/239.16.10.95:2000
上蔡-1,http://171.8.87.188:8800/rtp/239.16.10.97:2000
舞阳新闻综合,http://171.8.87.188:8800/rtp/239.16.10.179:2000
临颍综合频道,http://171.8.87.188:8800/rtp/239.16.10.180:2000
项城电视台,http://171.8.87.188:8800/rtp/239.16.10.214:2000
江西都市频道,http://220.176.218.4:9000/udp/239.252.220.238:5140
江西经济生活,http://220.176.218.4:9000/udp/239.252.219.173:5140
江西影视旅游,http://220.176.218.4:9000/rtp/239.252.220.242:5140
江西公共农业,http://220.176.218.4:9000/udp/239.252.220.102:5140
江西少儿频道,http://220.176.218.4:9000/udp/239.252.219.113:5140
江西新闻频道,http://220.176.218.4:9000/udp/239.252.220.100:5140
江西教育频道,http://220.176.218.4:9000/udp/239.252.219.115:5140
CHC影迷电影,http://220.176.218.4:9000/udp/239.252.219.83:5140
CHC家庭影院,http://220.176.218.4:9000/udp/239.252.219.84:5140
CHC动作电影,http://220.176.218.4:9000/udp/239.252.219.85:5140
CETV1,http://220.176.218.4:9000/udp/239.252.220.198:5140
CETV2,http://220.176.218.4:9000/rtp/239.252.219.73:5140
CETV4,http://220.176.218.4:9000/rtp/239.252.219.169:5140
金鹰卡通,http://220.176.218.4:9000/rtp/239.252.219.69:5140
金鹰纪实,http://220.176.218.4:9000/udp/239.252.220.155:5140
茶频道,http://220.176.218.4:9000/udp/239.252.220.160:5140
快乐垂钓,http://220.176.218.4:9000/udp/239.252.220.177:5140
河南梨园频道,http://220.176.218.4:9000/udp/239.252.220.179:5140
河南武术世界,http://220.176.218.4:9000/udp/239.252.220.180:5140
河南文物宝库,http://220.176.218.4:9000/udp/239.252.220.158:5140
华数4K电影,http://220.176.218.4:9000/udp/239.252.220.212:5140
昌飞航空,http://220.176.218.4:9000/udp/239.252.220.47:5140
中国天气,http://220.176.218.4:9000/rtp/239.252.219.143:5140
哈哈炫动,http://220.176.218.4:9000/rtp/239.252.219.43:5140
卡酷少儿,http://220.176.218.4:9000/rtp/239.252.219.109:5140
嘉佳卡通,http://220.176.218.4:9000/rtp/239.252.219.92:5140
新动漫,http://220.176.218.4:9000/rtp/239.252.220.132:5140
华数少儿动画,http://220.176.218.4:9000/rtp/239.252.220.136:5140
华数动画,http://220.176.218.4:9000/rtp/239.252.219.165:5140
华数魅力时尚,http://220.176.218.4:9000/rtp/239.252.220.137:5140
华数热播剧场,http://220.176.218.4:9000/rtp/239.252.220.138:5140
华数经典电影,http://220.176.218.4:9000/rtp/239.252.220.139:5140
华数城市剧场,http://220.176.218.4:9000/rtp/239.252.220.75:5140
华数军旅剧场,http://220.176.218.4:9000/rtp/239.252.220.76:5140
华数古装剧场,http://220.176.218.4:9000/rtp/239.252.220.77:5140
华数武侠剧场,http://220.176.218.4:9000/rtp/239.252.220.88:5140
华数喜剧影院,http://220.176.218.4:9000/rtp/239.252.220.79:5140
华数动作影院,http://220.176.218.4:9000/rtp/239.252.220.85:5140
华数碟战剧场,http://220.176.218.4:9000/rtp/239.252.220.145:5140
华数星影,http://220.176.218.4:9000/rtp/239.252.220.210:5140
华数精选,http://220.176.218.4:9000/rtp/239.252.219.161:5140
家庭影院,http://220.176.218.4:9000/rtp/239.252.220.86:5140
IPTV6华数电影,http://220.176.218.4:9000/rtp/239.252.220.142:5140
IPTV3综艺,http://220.176.218.4:9000/rtp/239.252.220.140:5140
IPTV5体育,http://220.176.218.4:9000/udp/239.252.220.211:5140
IPTV7军事,http://220.176.218.4:9000/rtp/239.252.220.206:5140
IPTV8电视剧,http://220.176.218.4:9000/rtp/239.252.220.143:5140
IPTV收视指南,http://220.176.218.4:9000/rtp/239.252.220.144:5140
IPTV相声小品,http://220.176.218.4:9000/rtp/239.252.220.146:5140
IPTV10野外,http://220.176.218.4:9000/rtp/239.252.220.73:5140
IPTV11戏曲,http://220.176.218.4:9000/rtp/239.252.219.163:5140
IPTV12法治,http://220.176.218.4:9000/rtp/239.252.220.74:5140
IPTV14早教,http://220.176.218.4:9000/rtp/239.252.219.164:5140
IPTV15音乐,http://220.176.218.4:9000/rtp/239.252.220.87:5140
IPTV爱生活,http://220.176.218.4:9000/rtp/239.252.220.89:5140
IPTV好学生,http://220.176.218.4:9000/rtp/239.252.220.90:5140
IPTV鉴赏,http://220.176.218.4:9000/rtp/239.252.219.166:5140
IPTV墨宝,http://220.176.218.4:9000/rtp/239.252.219.168:5140
IPTV美人,http://220.176.218.4:9000/rtp/239.252.220.202:5140
IPTV足球,http://220.176.218.4:9000/rtp/239.252.220.205:5140
IPTV地理,http://220.176.218.4:9000/rtp/239.252.220.207:5140
IPTV美妆,http://220.176.218.4:9000/rtp/239.252.220.208:5140
IPTV解密,http://220.176.218.4:9000/rtp/239.252.220.209:5140
光影,http://220.176.218.4:9000/rtp/239.252.220.200:5140
九画面,http://118.251.16.94:8188/udp/239.76.245.131:1234
九画面,http://118.251.16.94:8188/udp/239.76.252.131:9000
湖南经视频道,http://118.251.16.94:8188/udp/239.76.253.103:9000
湖南经视频道,http://118.251.16.94:8188/udp/239.76.251.86:9000
湖南都市频道,http://118.251.16.94:8188/udp/239.76.253.104:9000
湖南国际频道,http://118.251.16.94:8188/udp/239.76.253.102:9000
湖南国际频道,http://118.251.16.94:8188/udp/239.76.252.240:9000
湖南公共频道,http://118.251.16.94:8188/udp/239.76.253.109:9000
湖南娱乐频道,http://118.251.16.94:8188/udp/239.76.253.105:9000
湖南电影频道,http://118.251.16.94:8188/udp/239.76.253.106:9000
湖南电视剧频道,http://118.251.16.94:8188/udp/239.76.253.108:9000
金鹰卡通,http://118.251.16.94:8188/udp/239.76.253.107:9000
金鹰纪实,http://118.251.16.94:8188/udp/239.76.253.110:9000
快乐垂钓,http://118.251.16.94:8188/udp/239.76.253.5:9000
茶频道,http://118.251.16.94:8188/udp/239.76.252.239:9000
湖南教育台,http://118.251.16.94:8188/udp/239.76.252.233:9000
湖南经视FHD,http://118.251.16.94:8188/udp/239.76.252.116:9000
湖南都市FHD,http://118.251.16.94:8188/udp/239.76.252.117:9000
湖南电视剧FHD,http://118.251.16.94:8188/udp/239.76.252.118:9000
湖南电影FHD,http://118.251.16.94:8188/udp/239.76.252.119:9000
湖南娱乐FHD,http://118.251.16.94:8188/udp/239.76.252.121:9000
湖南公共FHD,http://118.251.16.94:8188/udp/239.76.252.123:9000
湖南国际FHD,http://118.251.16.94:8188/udp/239.76.252.124:9000
金鹰卡通FHD,http://118.251.16.94:8188/udp/239.76.252.120:9000
金鹰纪实FHD,http://118.251.16.94:8188/udp/239.76.252.122:9000
快乐垂钓FHD,http://118.251.16.94:8188/udp/239.76.252.127:9000
CHC家庭影院,http://118.251.16.94:8188/udp/239.76.252.241:9000
CHC影迷电影,http://118.251.16.94:8188/udp/239.76.252.242:9000
CHC动作电影,http://118.251.16.94:8188/udp/239.76.252.243:9000
凤凰中文,http://118.251.16.94:8188/udp/239.76.253.134:9000
凤凰资讯,http://118.251.16.94:8188/udp/239.76.253.135:9000
试播4K超高清,http://118.251.16.94:8188/udp/239.76.253.214:9000
北京KAKU少儿,http://118.251.16.94:8188/udp/239.76.254.81:9000
北京纪实科教,http://118.251.16.94:8188/udp/239.76.254.65:9000
上海欢笑剧场4K,http://118.251.16.94:8188/udp/239.76.254.66:9000
上海东方财经,http://118.251.16.94:8188/udp/239.76.254.69:9000
上海乐游频道,http://118.251.16.94:8188/udp/239.76.254.68:9000
上海动漫秀场,http://118.251.16.94:8188/udp/239.76.254.70:9000
上海法治天地,http://118.251.16.94:8188/udp/239.76.254.67:9000
上海游戏风云,http://118.251.16.94:8188/udp/239.76.254.71:9000
上海生活时尚,http://118.251.16.94:8188/udp/239.76.254.73:9000
上海都市剧场,http://118.251.16.94:8188/udp/239.76.254.74:9000
上海金色学堂,http://118.251.16.94:8188/udp/239.76.254.75:9000
河南梨园频道,http://118.251.16.94:8188/udp/239.76.252.179:9000
河南文物宝库,http://118.251.16.94:8188/udp/239.76.252.180:9000
河南武术世界,http://118.251.16.94:8188/udp/239.76.252.181:9000
CETV-1,http://118.251.16.94:8188/udp/239.76.252.192:9000
CETV-4,http://118.251.16.94:8188/udp/239.76.252.254:9000
CETV早期教育,http://118.251.16.94:8188/udp/239.76.254.202:9000
魅力足球,http://118.251.16.94:8188/udp/239.76.254.72:9000
中国天气,http://118.251.16.94:8188/udp/239.76.253.61:9000
天元围棋,http://118.251.16.94:8188/udp/239.76.253.2:9000
长沙新闻综合,http://118.251.16.94:8188/udp/239.76.253.121:9000
长沙政法频道,http://118.251.16.94:8188/udp/239.76.253.122:9000
长沙文旅频道,http://118.251.16.94:8188/udp/239.76.255.42:9000
益阳新闻综合,http://118.251.16.94:8188/udp/239.76.255.15:9000
益阳公共频道,http://118.251.16.94:8188/udp/239.76.255.16:9000
岳阳新闻综合,http://118.251.16.94:8188/udp/239.76.255.7:9000
岳阳文旅都市,http://118.251.16.94:8188/udp/239.76.255.8:9000
张家界1新闻综合,http://118.251.16.94:8188/udp/239.76.252.234:9000
张家界2公共频道,http://118.251.16.94:8188/udp/239.76.252.235:9000
湘西新闻综合,http://118.251.16.94:8188/udp/239.76.252.208:9000
湘西文化旅游,http://118.251.16.94:8188/udp/239.76.252.209:9000
株洲新闻综合,http://118.251.16.94:8188/udp/239.76.255.1:9000
永州新闻综合,http://118.251.16.94:8188/udp/239.76.255.23:9000
永州经济生活,http://118.251.16.94:8188/udp/239.76.255.24:9000
湘潭新闻综合,http://118.251.16.94:8188/udp/239.76.255.4:9000
湘潭县电视台,http://118.251.16.94:8188/udp/239.76.255.41:9000
衡阳新闻综合,http://118.251.16.94:8188/udp/239.76.255.13:9000
衡阳文旅法治,http://118.251.16.94:8188/udp/239.76.255.14:9000
衡阳县电视台,http://118.251.16.94:8188/udp/239.76.255.26:9000
邵阳新闻综合,http://118.251.16.94:8188/udp/239.76.255.21:9000
邵阳文旅民生,http://118.251.16.94:8188/udp/239.76.255.22:9000
郴州综合频道,http://118.251.16.94:8188/udp/239.76.253.75:9000
郴州公共频道,http://118.251.16.94:8188/udp/239.76.255.39:9000
怀化新闻综合,http://118.251.16.94:8188/udp/239.76.255.12:9000
常德新闻综合,http://118.251.16.94:8188/udp/239.76.255.10:9000
常德公共频道,http://118.251.16.94:8188/udp/239.76.255.11:9000
娄底综合频道,http://118.251.16.94:8188/udp/239.76.255.18:9000
娄底公共频道,http://118.251.16.94:8188/udp/239.76.255.19:9000
娄底教育频道,http://118.251.16.94:8188/udp/239.76.255.20:9000
东安新闻综合,http://118.251.16.94:8188/udp/239.76.255.32:9000
桃源综合频道,http://118.251.16.94:8188/udp/239.76.255.36:9000
双牌新闻综合,http://118.251.16.94:8188/udp/239.76.255.33:9000
麻阳综合频道,http://118.251.16.94:8188/udp/239.76.255.45:9000
宁远综合频道,http://118.251.16.94:8188/udp/239.76.255.34:9000
汨罗综合频道,http://118.251.16.94:8188/udp/239.76.255.47:9000
新化电视台,http://118.251.16.94:8188/udp/239.76.255.31:9000
津市电视台,http://118.251.16.94:8188/udp/239.76.255.30:9000
武冈综合频道,http://118.251.16.94:8188/udp/239.76.255.29:9000
未知频道,http://118.251.16.94:8188/udp/239.76.255.46:9000
江永新闻频道,http://118.251.16.94:8188/udp/239.76.255.35:9000
洪江新闻频道,http://118.251.16.94:8188/udp/239.76.255.37:9000
涟源综合频道,http://118.251.16.94:8188/udp/239.76.255.48:9000
溆浦综合频道,http://118.251.16.94:8188/udp/239.76.255.25:9000
蓝山综合频道,http://118.251.16.94:8188/udp/239.76.255.38:9000
新田综合频道,http://118.251.16.94:8188/udp/239.76.255.44:9000
道县综合频道,http://118.251.16.94:8188/udp/239.76.255.28:9000
中方台,http://118.251.16.94:8188/udp/239.76.255.43:9000
桂东融媒,http://118.251.16.94:8188/udp/239.76.253.231:9000
湖南公共频道,http://118.251.16.94:8188/udp/239.76.246.109:1234
湖南国际频道,http://118.251.16.94:8188/udp/239.76.246.102:1234
湖南娱乐频道,http://118.251.16.94:8188/udp/239.76.246.105:1234
湖南电影频道,http://118.251.16.94:8188/udp/239.76.246.106:1234
湖南电视剧频道,http://118.251.16.94:8188/udp/239.76.246.108:1234
湖南经视频道,http://118.251.16.94:8188/udp/239.76.246.103:1234
湖南都市频道,http://118.251.16.94:8188/udp/239.76.246.104:1234
金鹰卡通,http://118.251.16.94:8188/udp/239.76.246.107:1234
金鹰纪实,http://118.251.16.94:8188/udp/239.76.246.110:1234
湖南教育台,http://118.251.16.94:8188/udp/239.76.245.233:1234
快乐垂钓,http://118.251.16.94:8188/udp/239.76.246.5:1234
茶频道,http://118.251.16.94:8188/udp/239.76.245.239:1234
湖南电影FHD,http://118.251.16.94:8188/udp/239.76.245.119:1234
湖南电视剧FHD,http://118.251.16.94:8188/udp/239.76.245.118:1234
湖南经视FHD,http://118.251.16.94:8188/udp/239.76.245.116:1234
湖南都市FHD,http://118.251.16.94:8188/udp/239.76.245.117:1234
湖南公共FHD,http://118.251.16.94:8188/udp/239.76.245.123:1234
湖南国际FHD,http://118.251.16.94:8188/udp/239.76.245.124:1234
湖南娱乐FHD,http://118.251.16.94:8188/udp/239.76.245.121:1234
金鹰卡通FHD,http://118.251.16.94:8188/udp/239.76.245.120:1234
金鹰纪实FHD,http://118.251.16.94:8188/udp/239.76.245.122:1234
快乐垂钓FHD,http://118.251.16.94:8188/udp/239.76.245.127:1234
CHC动作电影,http://118.251.16.94:8188/udp/239.76.245.243:1234
CHC家庭影院,http://118.251.16.94:8188/udp/239.76.245.241:1234
CHC影迷电影,http://118.251.16.94:8188/udp/239.76.245.242:1234
试播4K超高清,http://118.251.16.94:8188/udp/239.76.246.214:1234
凤凰中文,http://118.251.16.94:8188/udp/239.76.246.134:1234
凤凰资讯,http://118.251.16.94:8188/udp/239.76.246.135:1234
CETV-1,http://118.251.16.94:8188/udp/239.76.245.192:1234
CETV-4,http://118.251.16.94:8188/udp/239.76.245.254:1234
河南文物宝库,http://118.251.16.94:8188/udp/239.76.245.180:1234
河南梨园频道,http://118.251.16.94:8188/udp/239.76.245.179:1234
河南武术世界,http://118.251.16.94:8188/udp/239.76.245.181:1234
中国天气,http://118.251.16.94:8188/udp/239.76.246.61:1234
桂东融媒,http://118.251.16.94:8188/udp/239.76.246.231:1234
长沙新闻频道,http://118.251.16.94:8188/udp/239.76.246.121:1234
长沙政法频道,http://118.251.16.94:8188/udp/239.76.246.122:1234
益阳新闻综合,http://118.251.16.94:8188/udp/239.76.248.15:1234
益阳公共频道,http://118.251.16.94:8188/udp/239.76.248.16:1234
岳阳新闻综合,http://118.251.16.94:8188/udp/239.76.248.7:1234
