组播,#genre#
密云电视台,http://111.196.129.242:20000/rtp/239.3.1.154:8001
延庆电视台,http://111.196.129.242:20000/rtp/239.3.1.187:8001
湖南金鹰纪实,http://111.196.129.242:20000/rtp/239.3.1.58:8156
湖南茶频道,http://111.196.129.242:20000/rtp/239.3.1.165:8001
湖南快乐垂钓,http://111.196.129.242:20000/rtp/239.3.1.164:8001
华数星影,http://111.196.129.242:20000/rtp/239.3.1.94:4120
华数动作影院,http://111.196.129.242:20000/rtp/239.3.1.92:4120
华数喜剧影院,http://111.196.129.242:20000/rtp/239.3.1.91:4120
华数家庭影院,http://111.196.129.242:20000/rtp/239.3.1.93:4120
华数精选,http://111.196.129.242:20000/rtp/239.3.1.74:4120
华数经典电影,http://111.196.129.242:20000/rtp/239.3.1.195:9024
华数热播剧场,http://111.196.129.242:20000/rtp/239.3.1.194:9020
华数军旅剧场,http://111.196.129.242:20000/rtp/239.3.1.68:4120
华数城市剧场,http://111.196.129.242:20000/rtp/239.3.1.67:4120
华数武侠剧场,http://111.196.129.242:20000/rtp/239.3.1.90:4120
华数魅力时尚,http://111.196.129.242:20000/rtp/239.3.1.196:9012
古装剧场,http://111.196.129.242:20000/rtp/239.3.1.69:4120
华数少儿动画,http://111.196.129.242:20000/rtp/239.3.1.199:9000
华数动画,http://111.196.129.242:20000/rtp/239.3.1.80:4120
金鹰卡通,http://111.196.129.242:20000/rtp/239.3.1.51:9252
嘉佳卡通,http://111.196.129.242:20000/rtp/239.3.1.147:9268
IPTV地理,http://111.196.129.242:20000/rtp/239.3.1.71:4120
IPTV10解密,http://111.196.129.242:20000/rtp/239.3.1.75:4120
IPTV7军事,http://111.196.129.242:20000/rtp/239.3.1.76:4120
IPTV台球,http://111.196.129.242:20000/rtp/239.3.1.85:4120
IPTV国学,http://111.196.129.242:20000/rtp/239.3.1.77:4120
IPTV墨宝,http://111.196.129.242:20000/rtp/239.3.1.83:4120
IPTV好学生,http://111.196.129.242:20000/rtp/239.3.1.81:4120
IPTV11戏曲,http://111.196.129.242:20000/rtp/239.3.1.78:4120
IPTV收视指南,http://111.196.129.242:20000/rtp/239.3.1.193:8012
IPTV14早教,http://111.196.129.242:20000/rtp/239.3.1.79:4120
IPTV武术,http://111.196.129.242:20000/rtp/239.3.1.87:4120
IPTV爱生活,http://111.196.129.242:20000/rtp/239.3.1.86:4120
IPTV美人,http://111.196.129.242:20000/rtp/239.3.1.73:4120
IPTV美妆,http://111.196.129.242:20000/rtp/239.3.1.72:4120
IPTV足球,http://111.196.129.242:20000/rtp/239.3.1.89:4120
IPTV鉴赏,http://111.196.129.242:20000/rtp/239.3.1.82:4120
IPTV15音乐现场,http://111.196.129.242:20000/rtp/239.3.1.70:4120
光影,http://111.196.129.242:20000/rtp/239.3.1.84:4120
睛彩竞技,http://111.196.129.242:20000/rtp/239.3.1.125:8001
睛彩篮球,http://111.196.129.242:20000/rtp/239.3.1.126:8001
睛彩羽毛球,http://111.196.129.242:20000/rtp/239.3.1.127:8001
睛彩广场舞,http://111.196.129.242:20000/rtp/239.3.1.128:8001
北京新闻频道,http://114.254.35.26:8888/rtp/239.3.1.159:8000
北京影视频道,http://114.254.35.26:8888/rtp/239.3.1.158:8000
北京文艺频道,http://114.254.35.26:8888/rtp/239.3.1.242:8000
北京财经频道,http://114.254.35.26:8888/rtp/239.3.1.116:8000
北京生活频道,http://114.254.35.26:8888/rtp/239.3.1.117:8000
北京纪实科教,http://114.254.35.26:8888/rtp/239.3.1.115:8000
北京卡酷少儿,http://114.254.35.26:8888/rtp/239.3.1.189:8000
北京体育休闲,http://114.254.35.26:8888/rtp/239.3.1.243:8000
北京国际频道,http://114.254.35.26:8888/rtp/239.3.1.235:8000
华数爱上4K,http://114.254.35.26:8888/rtp/239.3.1.236:2000
北京IPTV4K超清,http://114.254.35.26:8888/rtp/239.3.1.249:8001
北京IPTV淘电影,http://114.254.35.26:8888/rtp/239.3.1.250:8001
北京IPTV淘剧场,http://114.254.35.26:8888/rtp/239.3.1.95:8001
北京IPTV淘娱乐,http://114.254.35.26:8888/rtp/239.3.1.100:8001
北京IPTV淘BABY,http://114.254.35.26:8888/rtp/239.3.1.238:8001
北京IPTV萌宠TV,http://114.254.35.26:8888/rtp/239.3.1.102:8001
CETV1,http://114.254.35.26:8888/rtp/239.3.1.57:8152
CETV2,http://114.254.35.26:8888/rtp/239.3.1.54:4120
CETV4,http://114.254.35.26:8888/rtp/239.3.1.56:4120
中国交通,http://114.254.35.26:8888/rtp/239.3.1.188:8001
朝阳融媒,http://114.254.35.26:8888/rtp/239.3.1.163:8001
通州融媒,http://114.254.35.26:8888/rtp/239.3.1.221:8001
房山电视台,http://114.254.35.26:8888/rtp/239.3.1.96:8001
密云电视台,http://114.254.35.26:8888/rtp/239.3.1.154:8001
延庆电视台,http://114.254.35.26:8888/rtp/239.3.1.187:8001
湖南金鹰纪实,http://114.254.35.26:8888/rtp/239.3.1.58:8156
湖南茶频道,http://114.254.35.26:8888/rtp/239.3.1.165:8001
湖南快乐垂钓,http://114.254.35.26:8888/rtp/239.3.1.164:8001
华数星影,http://114.254.35.26:8888/rtp/239.3.1.94:4120
华数动作影院,http://114.254.35.26:8888/rtp/239.3.1.92:4120
华数喜剧影院,http://114.254.35.26:8888/rtp/239.3.1.91:4120
华数家庭影院,http://114.254.35.26:8888/rtp/239.3.1.93:4120
华数精选,http://114.254.35.26:8888/rtp/239.3.1.74:4120
华数经典电影,http://114.254.35.26:8888/rtp/239.3.1.195:9024
华数热播剧场,http://114.254.35.26:8888/rtp/239.3.1.194:9020
华数军旅剧场,http://114.254.35.26:8888/rtp/239.3.1.68:4120
华数城市剧场,http://114.254.35.26:8888/rtp/239.3.1.67:4120
华数武侠剧场,http://114.254.35.26:8888/rtp/239.3.1.90:4120
华数魅力时尚,http://114.254.35.26:8888/rtp/239.3.1.196:9012
古装剧场,http://114.254.35.26:8888/rtp/239.3.1.69:4120
华数少儿动画,http://114.254.35.26:8888/rtp/239.3.1.199:9000
华数动画,http://114.254.35.26:8888/rtp/239.3.1.80:4120
金鹰卡通,http://114.254.35.26:8888/rtp/239.3.1.51:9252
嘉佳卡通,http://114.254.35.26:8888/rtp/239.3.1.147:9268
IPTV地理,http://114.254.35.26:8888/rtp/239.3.1.71:4120
IPTV10解密,http://114.254.35.26:8888/rtp/239.3.1.75:4120
IPTV7军事,http://114.254.35.26:8888/rtp/239.3.1.76:4120
IPTV台球,http://114.254.35.26:8888/rtp/239.3.1.85:4120
IPTV国学,http://114.254.35.26:8888/rtp/239.3.1.77:4120
IPTV墨宝,http://114.254.35.26:8888/rtp/239.3.1.83:4120
IPTV好学生,http://114.254.35.26:8888/rtp/239.3.1.81:4120
IPTV11戏曲,http://114.254.35.26:8888/rtp/239.3.1.78:4120
IPTV收视指南,http://114.254.35.26:8888/rtp/239.3.1.193:8012
IPTV14早教,http://114.254.35.26:8888/rtp/239.3.1.79:4120
IPTV武术,http://114.254.35.26:8888/rtp/239.3.1.87:4120
IPTV爱生活,http://114.254.35.26:8888/rtp/239.3.1.86:4120
IPTV美人,http://114.254.35.26:8888/rtp/239.3.1.73:4120
IPTV美妆,http://114.254.35.26:8888/rtp/239.3.1.72:4120
IPTV足球,http://114.254.35.26:8888/rtp/239.3.1.89:4120
IPTV鉴赏,http://114.254.35.26:8888/rtp/239.3.1.82:4120
IPTV15音乐现场,http://114.254.35.26:8888/rtp/239.3.1.70:4120
光影,http://114.254.35.26:8888/rtp/239.3.1.84:4120
睛彩竞技,http://114.254.35.26:8888/rtp/239.3.1.125:8001
睛彩篮球,http://114.254.35.26:8888/rtp/239.3.1.126:8001
睛彩羽毛球,http://114.254.35.26:8888/rtp/239.3.1.127:8001
睛彩广场舞,http://114.254.35.26:8888/rtp/239.3.1.128:8001
北京新闻频道,http://114.254.86.182:4022/rtp/239.3.1.159:8000
北京影视频道,http://114.254.86.182:4022/rtp/239.3.1.158:8000
北京文艺频道,http://114.254.86.182:4022/rtp/239.3.1.242:8000
北京财经频道,http://114.254.86.182:4022/rtp/239.3.1.116:8000
北京生活频道,http://114.254.86.182:4022/rtp/239.3.1.117:8000
北京纪实科教,http://114.254.86.182:4022/rtp/239.3.1.115:8000
北京卡酷少儿,http://114.254.86.182:4022/rtp/239.3.1.189:8000
北京体育休闲,http://114.254.86.182:4022/rtp/239.3.1.243:8000
北京国际频道,http://114.254.86.182:4022/rtp/239.3.1.235:8000
华数爱上4K,http://114.254.86.182:4022/rtp/239.3.1.236:2000
北京IPTV4K超清,http://114.254.86.182:4022/rtp/239.3.1.249:8001
北京IPTV淘电影,http://114.254.86.182:4022/rtp/239.3.1.250:8001
北京IPTV淘剧场,http://114.254.86.182:4022/rtp/239.3.1.95:8001
北京IPTV淘娱乐,http://114.254.86.182:4022/rtp/239.3.1.100:8001
北京IPTV淘BABY,http://114.254.86.182:4022/rtp/239.3.1.238:8001
北京IPTV萌宠TV,http://114.254.86.182:4022/rtp/239.3.1.102:8001
CETV1,http://114.254.86.182:4022/rtp/239.3.1.57:8152
CETV2,http://114.254.86.182:4022/rtp/239.3.1.54:4120
CETV4,http://114.254.86.182:4022/rtp/239.3.1.56:4120
中国交通,http://114.254.86.182:4022/rtp/239.3.1.188:8001
朝阳融媒,http://114.254.86.182:4022/rtp/239.3.1.163:8001
通州融媒,http://114.254.86.182:4022/rtp/239.3.1.221:8001
房山电视台,http://114.254.86.182:4022/rtp/239.3.1.96:8001
密云电视台,http://114.254.86.182:4022/rtp/239.3.1.154:8001
延庆电视台,http://114.254.86.182:4022/rtp/239.3.1.187:8001
湖南金鹰纪实,http://114.254.86.182:4022/rtp/239.3.1.58:8156
湖南茶频道,http://114.254.86.182:4022/rtp/239.3.1.165:8001
湖南快乐垂钓,http://114.254.86.182:4022/rtp/239.3.1.164:8001
华数星影,http://114.254.86.182:4022/rtp/239.3.1.94:4120
华数动作影院,http://114.254.86.182:4022/rtp/239.3.1.92:4120
华数喜剧影院,http://114.254.86.182:4022/rtp/239.3.1.91:4120
华数家庭影院,http://114.254.86.182:4022/rtp/239.3.1.93:4120
华数精选,http://114.254.86.182:4022/rtp/239.3.1.74:4120
华数经典电影,http://114.254.86.182:4022/rtp/239.3.1.195:9024
华数热播剧场,http://114.254.86.182:4022/rtp/239.3.1.194:9020
华数军旅剧场,http://114.254.86.182:4022/rtp/239.3.1.68:4120
华数城市剧场,http://114.254.86.182:4022/rtp/239.3.1.67:4120
华数武侠剧场,http://114.254.86.182:4022/rtp/239.3.1.90:4120
华数魅力时尚,http://114.254.86.182:4022/rtp/239.3.1.196:9012
古装剧场,http://114.254.86.182:4022/rtp/239.3.1.69:4120
华数少儿动画,http://114.254.86.182:4022/rtp/239.3.1.199:9000
华数动画,http://114.254.86.182:4022/rtp/239.3.1.80:4120
金鹰卡通,http://114.254.86.182:4022/rtp/239.3.1.51:9252
嘉佳卡通,http://114.254.86.182:4022/rtp/239.3.1.147:9268
IPTV地理,http://114.254.86.182:4022/rtp/239.3.1.71:4120
IPTV10解密,http://114.254.86.182:4022/rtp/239.3.1.75:4120
IPTV7军事,http://114.254.86.182:4022/rtp/239.3.1.76:4120
IPTV台球,http://114.254.86.182:4022/rtp/239.3.1.85:4120
IPTV国学,http://114.254.86.182:4022/rtp/239.3.1.77:4120
IPTV墨宝,http://114.254.86.182:4022/rtp/239.3.1.83:4120
IPTV好学生,http://114.254.86.182:4022/rtp/239.3.1.81:4120
IPTV11戏曲,http://114.254.86.182:4022/rtp/239.3.1.78:4120
IPTV收视指南,http://114.254.86.182:4022/rtp/239.3.1.193:8012
IPTV14早教,http://114.254.86.182:4022/rtp/239.3.1.79:4120
IPTV武术,http://114.254.86.182:4022/rtp/239.3.1.87:4120
IPTV爱生活,http://114.254.86.182:4022/rtp/239.3.1.86:4120
IPTV美人,http://114.254.86.182:4022/rtp/239.3.1.73:4120
IPTV美妆,http://114.254.86.182:4022/rtp/239.3.1.72:4120
IPTV足球,http://114.254.86.182:4022/rtp/239.3.1.89:4120
IPTV鉴赏,http://114.254.86.182:4022/rtp/239.3.1.82:4120
IPTV15音乐现场,http://114.254.86.182:4022/rtp/239.3.1.70:4120
光影,http://114.254.86.182:4022/rtp/239.3.1.84:4120
睛彩竞技,http://114.254.86.182:4022/rtp/239.3.1.125:8001
睛彩篮球,http://114.254.86.182:4022/rtp/239.3.1.126:8001
睛彩羽毛球,http://114.254.86.182:4022/rtp/239.3.1.127:8001
睛彩广场舞,http://114.254.86.182:4022/rtp/239.3.1.128:8001
北京新闻频道,http://123.118.54.216:8686/rtp/239.3.1.159:8000
北京影视频道,http://123.118.54.216:8686/rtp/239.3.1.158:8000
北京文艺频道,http://123.118.54.216:8686/rtp/239.3.1.242:8000
北京财经频道,http://123.118.54.216:8686/rtp/239.3.1.116:8000
北京生活频道,http://123.118.54.216:8686/rtp/239.3.1.117:8000
北京纪实科教,http://123.118.54.216:8686/rtp/239.3.1.115:8000
北京卡酷少儿,http://123.118.54.216:8686/rtp/239.3.1.189:8000
北京体育休闲,http://123.118.54.216:8686/rtp/239.3.1.243:8000
北京国际频道,http://123.118.54.216:8686/rtp/239.3.1.235:8000
华数爱上4K,http://123.118.54.216:8686/rtp/239.3.1.236:2000
北京IPTV4K超清,http://123.118.54.216:8686/rtp/239.3.1.249:8001
北京IPTV淘电影,http://123.118.54.216:8686/rtp/239.3.1.250:8001
北京IPTV淘剧场,http://123.118.54.216:8686/rtp/239.3.1.95:8001
北京IPTV淘娱乐,http://123.118.54.216:8686/rtp/239.3.1.100:8001
北京IPTV淘BABY,http://123.118.54.216:8686/rtp/239.3.1.238:8001
北京IPTV萌宠TV,http://123.118.54.216:8686/rtp/239.3.1.102:8001
CETV1,http://123.118.54.216:8686/rtp/239.3.1.57:8152
CETV2,http://123.118.54.216:8686/rtp/239.3.1.54:4120
CETV4,http://123.118.54.216:8686/rtp/239.3.1.56:4120
中国交通,http://123.118.54.216:8686/rtp/239.3.1.188:8001
朝阳融媒,http://123.118.54.216:8686/rtp/239.3.1.163:8001
通州融媒,http://123.118.54.216:8686/rtp/239.3.1.221:8001
房山电视台,http://123.118.54.216:8686/rtp/239.3.1.96:8001
密云电视台,http://123.118.54.216:8686/rtp/239.3.1.154:8001
延庆电视台,http://123.118.54.216:8686/rtp/239.3.1.187:8001
湖南金鹰纪实,http://123.118.54.216:8686/rtp/239.3.1.58:8156
湖南茶频道,http://123.118.54.216:8686/rtp/239.3.1.165:8001
湖南快乐垂钓,http://123.118.54.216:8686/rtp/239.3.1.164:8001
华数星影,http://123.118.54.216:8686/rtp/239.3.1.94:4120
华数动作影院,http://123.118.54.216:8686/rtp/239.3.1.92:4120
华数喜剧影院,http://123.118.54.216:8686/rtp/239.3.1.91:4120
华数家庭影院,http://123.118.54.216:8686/rtp/239.3.1.93:4120
华数精选,http://123.118.54.216:8686/rtp/239.3.1.74:4120
华数经典电影,http://123.118.54.216:8686/rtp/239.3.1.195:9024
华数热播剧场,http://123.118.54.216:8686/rtp/239.3.1.194:9020
华数军旅剧场,http://123.118.54.216:8686/rtp/239.3.1.68:4120
华数城市剧场,http://123.118.54.216:8686/rtp/239.3.1.67:4120
华数武侠剧场,http://123.118.54.216:8686/rtp/239.3.1.90:4120
华数魅力时尚,http://123.118.54.216:8686/rtp/239.3.1.196:9012
古装剧场,http://123.118.54.216:8686/rtp/239.3.1.69:4120
华数少儿动画,http://123.118.54.216:8686/rtp/239.3.1.199:9000
华数动画,http://123.118.54.216:8686/rtp/239.3.1.80:4120
金鹰卡通,http://123.118.54.216:8686/rtp/239.3.1.51:9252
嘉佳卡通,http://123.118.54.216:8686/rtp/239.3.1.147:9268
IPTV地理,http://123.118.54.216:8686/rtp/239.3.1.71:4120
IPTV10解密,http://123.118.54.216:8686/rtp/239.3.1.75:4120
IPTV7军事,http://123.118.54.216:8686/rtp/239.3.1.76:4120
IPTV台球,http://123.118.54.216:8686/rtp/239.3.1.85:4120
IPTV国学,http://123.118.54.216:8686/rtp/239.3.1.77:4120
IPTV墨宝,http://123.118.54.216:8686/rtp/239.3.1.83:4120
IPTV好学生,http://123.118.54.216:8686/rtp/239.3.1.81:4120
IPTV11戏曲,http://123.118.54.216:8686/rtp/239.3.1.78:4120
IPTV收视指南,http://123.118.54.216:8686/rtp/239.3.1.193:8012
IPTV14早教,http://123.118.54.216:8686/rtp/239.3.1.79:4120
IPTV武术,http://123.118.54.216:8686/rtp/239.3.1.87:4120
IPTV爱生活,http://123.118.54.216:8686/rtp/239.3.1.86:4120
IPTV美人,http://123.118.54.216:8686/rtp/239.3.1.73:4120
IPTV美妆,http://123.118.54.216:8686/rtp/239.3.1.72:4120
IPTV足球,http://123.118.54.216:8686/rtp/239.3.1.89:4120
IPTV鉴赏,http://123.118.54.216:8686/rtp/239.3.1.82:4120
IPTV15音乐现场,http://123.118.54.216:8686/rtp/239.3.1.70:4120
光影,http://123.118.54.216:8686/rtp/239.3.1.84:4120
睛彩竞技,http://123.118.54.216:8686/rtp/239.3.1.125:8001
睛彩篮球,http://123.118.54.216:8686/rtp/239.3.1.126:8001
睛彩羽毛球,http://123.118.54.216:8686/rtp/239.3.1.127:8001
睛彩广场舞,http://123.118.54.216:8686/rtp/239.3.1.128:8001
北京新闻频道,http://123.118.55.200:8686/rtp/239.3.1.159:8000
北京影视频道,http://123.118.55.200:8686/rtp/239.3.1.158:8000
北京文艺频道,http://123.118.55.200:8686/rtp/239.3.1.242:8000
北京财经频道,http://123.118.55.200:8686/rtp/239.3.1.116:8000
北京生活频道,http://123.118.55.200:8686/rtp/239.3.1.117:8000
北京纪实科教,http://123.118.55.200:8686/rtp/239.3.1.115:8000
北京卡酷少儿,http://123.118.55.200:8686/rtp/239.3.1.189:8000
北京体育休闲,http://123.118.55.200:8686/rtp/239.3.1.243:8000
北京国际频道,http://123.118.55.200:8686/rtp/239.3.1.235:8000
华数爱上4K,http://123.118.55.200:8686/rtp/239.3.1.236:2000
北京IPTV4K超清,http://123.118.55.200:8686/rtp/239.3.1.249:8001
北京IPTV淘电影,http://123.118.55.200:8686/rtp/239.3.1.250:8001
北京IPTV淘剧场,http://123.118.55.200:8686/rtp/239.3.1.95:8001
北京IPTV淘娱乐,http://123.118.55.200:8686/rtp/239.3.1.100:8001
北京IPTV淘BABY,http://123.118.55.200:8686/rtp/239.3.1.238:8001
北京IPTV萌宠TV,http://123.118.55.200:8686/rtp/239.3.1.102:8001
CETV1,http://123.118.55.200:8686/rtp/239.3.1.57:8152
CETV2,http://123.118.55.200:8686/rtp/239.3.1.54:4120
CETV4,http://123.118.55.200:8686/rtp/239.3.1.56:4120
中国交通,http://123.118.55.200:8686/rtp/239.3.1.188:8001
朝阳融媒,http://123.118.55.200:8686/rtp/239.3.1.163:8001
通州融媒,http://123.118.55.200:8686/rtp/239.3.1.221:8001
房山电视台,http://123.118.55.200:8686/rtp/239.3.1.96:8001
密云电视台,http://123.118.55.200:8686/rtp/239.3.1.154:8001
延庆电视台,http://123.118.55.200:8686/rtp/239.3.1.187:8001
湖南金鹰纪实,http://123.118.55.200:8686/rtp/239.3.1.58:8156
湖南茶频道,http://123.118.55.200:8686/rtp/239.3.1.165:8001
湖南快乐垂钓,http://123.118.55.200:8686/rtp/239.3.1.164:8001
华数星影,http://123.118.55.200:8686/rtp/239.3.1.94:4120
华数动作影院,http://123.118.55.200:8686/rtp/239.3.1.92:4120
华数喜剧影院,http://123.118.55.200:8686/rtp/239.3.1.91:4120
华数家庭影院,http://123.118.55.200:8686/rtp/239.3.1.93:4120
华数精选,http://123.118.55.200:8686/rtp/239.3.1.74:4120
华数经典电影,http://123.118.55.200:8686/rtp/239.3.1.195:9024
华数热播剧场,http://123.118.55.200:8686/rtp/239.3.1.194:9020
华数军旅剧场,http://123.118.55.200:8686/rtp/239.3.1.68:4120
华数城市剧场,http://123.118.55.200:8686/rtp/239.3.1.67:4120
华数武侠剧场,http://123.118.55.200:8686/rtp/239.3.1.90:4120
华数魅力时尚,http://123.118.55.200:8686/rtp/239.3.1.196:9012
古装剧场,http://123.118.55.200:8686/rtp/239.3.1.69:4120
华数少儿动画,http://123.118.55.200:8686/rtp/239.3.1.199:9000
华数动画,http://123.118.55.200:8686/rtp/239.3.1.80:4120
金鹰卡通,http://123.118.55.200:8686/rtp/239.3.1.51:9252
嘉佳卡通,http://123.118.55.200:8686/rtp/239.3.1.147:9268
IPTV地理,http://123.118.55.200:8686/rtp/239.3.1.71:4120
IPTV10解密,http://123.118.55.200:8686/rtp/239.3.1.75:4120
IPTV7军事,http://123.118.55.200:8686/rtp/239.3.1.76:4120
IPTV台球,http://123.118.55.200:8686/rtp/239.3.1.85:4120
IPTV国学,http://123.118.55.200:8686/rtp/239.3.1.77:4120
IPTV墨宝,http://123.118.55.200:8686/rtp/239.3.1.83:4120
IPTV好学生,http://123.118.55.200:8686/rtp/239.3.1.81:4120
IPTV11戏曲,http://123.118.55.200:8686/rtp/239.3.1.78:4120
IPTV收视指南,http://123.118.55.200:8686/rtp/239.3.1.193:8012
IPTV14早教,http://123.118.55.200:8686/rtp/239.3.1.79:4120
IPTV武术,http://123.118.55.200:8686/rtp/239.3.1.87:4120
IPTV爱生活,http://123.118.55.200:8686/rtp/239.3.1.86:4120
IPTV美人,http://123.118.55.200:8686/rtp/239.3.1.73:4120
IPTV美妆,http://123.118.55.200:8686/rtp/239.3.1.72:4120
IPTV足球,http://123.118.55.200:8686/rtp/239.3.1.89:4120
IPTV鉴赏,http://123.118.55.200:8686/rtp/239.3.1.82:4120
IPTV15音乐现场,http://123.118.55.200:8686/rtp/239.3.1.70:4120
光影,http://123.118.55.200:8686/rtp/239.3.1.84:4120
睛彩竞技,http://123.118.55.200:8686/rtp/239.3.1.125:8001
睛彩篮球,http://123.118.55.200:8686/rtp/239.3.1.126:8001
睛彩羽毛球,http://123.118.55.200:8686/rtp/239.3.1.127:8001
睛彩广场舞,http://123.118.55.200:8686/rtp/239.3.1.128:8001
北京新闻频道,http://221.220.129.150:8012/rtp/239.3.1.159:8000
北京影视频道,http://221.220.129.150:8012/rtp/239.3.1.158:8000
北京文艺频道,http://221.220.129.150:8012/rtp/239.3.1.242:8000
北京财经频道,http://221.220.129.150:8012/rtp/239.3.1.116:8000
北京生活频道,http://221.220.129.150:8012/rtp/239.3.1.117:8000
北京纪实科教,http://221.220.129.150:8012/rtp/239.3.1.115:8000
北京卡酷少儿,http://221.220.129.150:8012/rtp/239.3.1.189:8000
北京体育休闲,http://221.220.129.150:8012/rtp/239.3.1.243:8000
北京国际频道,http://221.220.129.150:8012/rtp/239.3.1.235:8000
华数爱上4K,http://221.220.129.150:8012/rtp/239.3.1.236:2000
北京IPTV4K超清,http://221.220.129.150:8012/rtp/239.3.1.249:8001
北京IPTV淘电影,http://221.220.129.150:8012/rtp/239.3.1.250:8001
北京IPTV淘剧场,http://221.220.129.150:8012/rtp/239.3.1.95:8001
北京IPTV淘娱乐,http://221.220.129.150:8012/rtp/239.3.1.100:8001
北京IPTV淘BABY,http://221.220.129.150:8012/rtp/239.3.1.238:8001
北京IPTV萌宠TV,http://221.220.129.150:8012/rtp/239.3.1.102:8001
CETV1,http://221.220.129.150:8012/rtp/239.3.1.57:8152
CETV2,http://221.220.129.150:8012/rtp/239.3.1.54:4120
CETV4,http://221.220.129.150:8012/rtp/239.3.1.56:4120
中国交通,http://221.220.129.150:8012/rtp/239.3.1.188:8001
朝阳融媒,http://221.220.129.150:8012/rtp/239.3.1.163:8001
通州融媒,http://221.220.129.150:8012/rtp/239.3.1.221:8001
房山电视台,http://221.220.129.150:8012/rtp/239.3.1.96:8001
密云电视台,http://221.220.129.150:8012/rtp/239.3.1.154:8001
延庆电视台,http://221.220.129.150:8012/rtp/239.3.1.187:8001
湖南金鹰纪实,http://221.220.129.150:8012/rtp/239.3.1.58:8156
湖南茶频道,http://221.220.129.150:8012/rtp/239.3.1.165:8001
湖南快乐垂钓,http://221.220.129.150:8012/rtp/239.3.1.164:8001
华数星影,http://221.220.129.150:8012/rtp/239.3.1.94:4120
华数动作影院,http://221.220.129.150:8012/rtp/239.3.1.92:4120
华数喜剧影院,http://221.220.129.150:8012/rtp/239.3.1.91:4120
华数家庭影院,http://221.220.129.150:8012/rtp/239.3.1.93:4120
华数精选,http://221.220.129.150:8012/rtp/239.3.1.74:4120
华数经典电影,http://221.220.129.150:8012/rtp/239.3.1.195:9024
华数热播剧场,http://221.220.129.150:8012/rtp/239.3.1.194:9020
华数军旅剧场,http://221.220.129.150:8012/rtp/239.3.1.68:4120
华数城市剧场,http://221.220.129.150:8012/rtp/239.3.1.67:4120
华数武侠剧场,http://221.220.129.150:8012/rtp/239.3.1.90:4120
华数魅力时尚,http://221.220.129.150:8012/rtp/239.3.1.196:9012
古装剧场,http://221.220.129.150:8012/rtp/239.3.1.69:4120
华数少儿动画,http://221.220.129.150:8012/rtp/239.3.1.199:9000
华数动画,http://221.220.129.150:8012/rtp/239.3.1.80:4120
金鹰卡通,http://221.220.129.150:8012/rtp/239.3.1.51:9252
嘉佳卡通,http://221.220.129.150:8012/rtp/239.3.1.147:9268
IPTV地理,http://221.220.129.150:8012/rtp/239.3.1.71:4120
IPTV10解密,http://221.220.129.150:8012/rtp/239.3.1.75:4120
IPTV7军事,http://221.220.129.150:8012/rtp/239.3.1.76:4120
IPTV台球,http://221.220.129.150:8012/rtp/239.3.1.85:4120
IPTV国学,http://221.220.129.150:8012/rtp/239.3.1.77:4120
IPTV墨宝,http://221.220.129.150:8012/rtp/239.3.1.83:4120
IPTV好学生,http://221.220.129.150:8012/rtp/239.3.1.81:4120
IPTV11戏曲,http://221.220.129.150:8012/rtp/239.3.1.78:4120
IPTV收视指南,http://221.220.129.150:8012/rtp/239.3.1.193:8012
IPTV14早教,http://221.220.129.150:8012/rtp/239.3.1.79:4120
IPTV武术,http://221.220.129.150:8012/rtp/239.3.1.87:4120
IPTV爱生活,http://221.220.129.150:8012/rtp/239.3.1.86:4120
IPTV美人,http://221.220.129.150:8012/rtp/239.3.1.73:4120
IPTV美妆,http://221.220.129.150:8012/rtp/239.3.1.72:4120
IPTV足球,http://221.220.129.150:8012/rtp/239.3.1.89:4120
IPTV鉴赏,http://221.220.129.150:8012/rtp/239.3.1.82:4120
IPTV15音乐现场,http://221.220.129.150:8012/rtp/239.3.1.70:4120
光影,http://221.220.129.150:8012/rtp/239.3.1.84:4120
睛彩竞技,http://221.220.129.150:8012/rtp/239.3.1.125:8001
睛彩篮球,http://221.220.129.150:8012/rtp/239.3.1.126:8001
睛彩羽毛球,http://221.220.129.150:8012/rtp/239.3.1.127:8001
睛彩广场舞,http://221.220.129.150:8012/rtp/239.3.1.128:8001
山东新闻频道,http://39.77.158.228:4002/rtp/239.253.254.23:8000
山东综艺频道,http://39.77.158.228:4002/rtp/239.253.254.159:8000
山东农科频道,http://39.77.158.228:4002/rtp/239.253.254.24:8000
山东齐鲁频道,http://39.77.158.228:4002/rtp/239.253.254.114:8000
山东少儿频道,http://39.77.158.228:4002/rtp/239.253.254.25:8000
山东生活频道,http://39.77.158.228:4002/rtp/239.253.254.151:8000
山东文旅频道,http://39.77.158.228:4002/rtp/239.253.254.160:8000
山东体育休闲,http://39.77.158.228:4002/rtp/239.253.254.22:8000
山东居家购物,http://39.77.158.228:4002/rtp/239.253.254.104:8000
青岛QTV1,http://39.77.158.228:4002/rtp/239.253.254.249:8000
青岛QTV2,http://39.77.158.228:4002/rtp/239.253.254.250:8000
青岛QTV3,http://39.77.158.228:4002/rtp/239.253.254.251:8000
青岛QTV4,http://39.77.158.228:4002/rtp/239.253.254.252:8000
青岛生活频道,http://39.77.158.228:4002/rtp/239.253.254.244:8000
青岛综合频道,http://39.77.158.228:4002/rtp/239.253.254.243:8000
